region,subregion,country,city,stationId,pm10Mean,pm10Year,pm10Converted,pm10ConvertedNote,pm10ConvertedAlert,pm2.5Mean,pm2.5Year,pm2.5Converted,pm2.5ConvertedNote,pm2.5ConvertedAlert,temporalCoverage,dataCoverageAlert
Region of the Americas,AmrA,United States of America,"Oklahoma City, OK",510,16,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",10,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Omaha-Council Bluffs, NE-IA",511,19,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",12,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Orlando-Kissimmee, FL",512,12,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",7,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Owensboro, KY",513,18,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",11,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Oxnard-Thousand Oaks-Ventura, CA",514,16,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",10,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Paducah, KY-IL",515,17,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",10,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Palm Bay-Melbourne-Titusville, FL",516,10,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",6,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Parkersburg-Marietta-Vienna, WV-OH",517,17,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",10,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Pascagoula, MS",518,15,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Pendleton-Hermiston, OR",519,12,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",7,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Pensacola-Ferry Pass-Brent, FL",520,14,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Peoria, IL",521,16,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",10,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",522,28,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",17,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Phoenix-Mesa-Scottsdale, AZ",523,26,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",16,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Pittsburgh, PA",524,25,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",15,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Pittsfield, MA",525,14,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Platteville, WI",526,15,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Pocatello, ID",527,15,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Ponca City, OK",528,17,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",10,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Portland-South Portland-Biddeford, ME",529,15,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Portland-Vancouver-Beaverton, OR-WA",530,12,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",7,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Portsmouth, OH",531,16,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",10,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Poughkeepsie-Newburgh-Middletown, NY",532,13,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Prescott, AZ",533,7,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",4,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Prineville, OR",534,14,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Providence-New Bedford-Fall River, RI-MA",535,18,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",11,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Provo-Orem, UT",536,14,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Pueblo, CO",537,11,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",7,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Quincy, IL-MO",538,16,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",10,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Raleigh-Cary, NC",539,16,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Rapid City, SD",540,11,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",6,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Reading, PA",541,19,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",11,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Red Bluff, CA",542,14,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Redding, CA",543,10,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",6,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Reno-Sparks, NV",544,15,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Richmond, VA",545,15,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Richmond-Berea, KY",546,15,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Riverside-San Bernardino-Ontario, CA",547,34,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",21,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Riverton, WY",548,13,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Roanoke, VA",549,15,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Rochester, MN",550,13,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Rochester, NY",551,14,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Rock Springs, WY",552,13,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Rockford, IL",553,16,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Rocky Mount, NC",554,13,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",8,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Rome, GA",555,18,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",11,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Russellville, AR",556,14,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Rutland, VT",557,15,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Sacramento--Arden-Arcade--Roseville, CA",558,15,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Salinas, CA",559,10,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",6,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Salisbury, NC",560,16,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"Salt Lake City, UT",561,15,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"San Antonio, TX",562,14,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",9,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"San Diego-Carlsbad-San Marcos, CA",563,24,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",14,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"San Francisco-Oakland-Fremont, CA",564,16,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",10,2012,,,,NA,
Region of the Americas,AmrA,United States of America,"San Jose-Sunnyvale-Santa Clara, CA",565,16,NA,Yes,2,"This PM10 value has been derived from a PM2.5 measurement, therefore caution is advised when interpreting this result.",10,2012,,,,NA,
